,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
89,525290,370000.0,2013-03-01,Present,Project Engineer,Kolkata,M,1991-01-01,79.25,Wbbse,2008.0,80.0,Wbchse,6814,2,B.Tech/B.E.,Information Technology,79.9,6814,0,West Bengal,2012,545,580,430,0.6359787565,445,-1,-1,-1,-1,-1,-1,0.8192,1.0858,-0.4891,-0.7603,-0.1295
90,324269,145000.0,2013-05-01,Present,Research Analyst,Pune,M,1991-05-31,88.66,Maharashtra State Board,2008.0,84.33,Maharashtra State Board,7236,2,B.Tech/B.E.,Electronics & Telecommunications,60.0,7236,1,Maharashtra,2012,495,565,575,0.3760595867,335,300,-1,-1,-1,260,-1,1.2828,1.7878,1.1437,-0.6428,0.5024
91,1151485,275000.0,2014-04-01,4/1/15 0:00,Quality Engineer,Bangalore,M,1991-06-03,80.8,State Board,2009.0,75.0,State Board,6836,2,B.Tech/B.E.,Electronics And Communication Engineering,77.38,6836,1,Karnataka,2013,405,470,370,-1.0,475,-1,500,-1,-1,-1,-1,1.4208,-0.7866,-0.1437,-1.5021,-0.4776
93,1274522,325000.0,2014-10-01,12/1/15 0:00,Software Engineer,Gurgaon,M,1992-03-31,70.0,Icse,2010.0,65.0,Cbse,1139,2,B.Tech/B.E.,Information Technology,66.0,1139,0,Chhattisgarh,2014,405,470,545,-1.0,-1,-1,-1,-1,-1,-1,-1,0.4155,0.3789,-0.9122,-1.1218,-0.8608
94,843467,275000.0,2013-07-01,9/1/13 0:00,Programmer,Bangalore,M,1990-08-16,81.16,Icse,2008.0,68.5,Icse,1087,2,B.Tech/B.E.,Applied Electronics And Instrumentation,61.5,1087,0,Orissa,2013,605,520,325,0.3387863472,455,292,-1,-1,-1,-1,-1,1.4208,1.2114,0.6248,-0.995,-0.2859
95,318391,425000.0,2012-06-01,Present,Systems Engineer,Hyderabad,F,1990-08-10,83.5,Ssc,2008.0,94.2,Ssc,5071,2,B.Tech/B.E.,Information Technology,88.2,5071,0,Andhra Pradesh,2012,515,475,445,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.6646,1.4368,-0.0537,0.88483,0.5024
96,60260,450000.0,2011-04-01,12/1/14 0:00,Software Engineer,Bangalore,M,1988-03-25,65.0,Icse Board,2006.0,66.0,Isc Board,501,2,B.Tech/B.E.,Information Technology,64.0,501,0,Uttar Pradesh,2010,515,565,554,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-1.2148,-0.5253,1.1343
97,1026621,300000.0,2014-09-01,Present,Software Developer,Bangalore,F,1992-04-30,88.0,State Board,2010.0,88.0,State Board,9282,2,B.Tech/B.E.,Computer Science & Engineering,70.12,9282,0,Andhra Pradesh,2014,710,605,605,0.744758354,405,-1,438,-1,-1,-1,-1,0.5591,1.2114,1.8543,0.1459,0.0973
98,112994,470000.0,2011-03-01,Present,Senior Systems Engineer,Jaipur,M,1988-10-10,79.0,Cbse,2006.0,76.6,Cbse,996,2,B.Tech/B.E.,Information Technology,77.85,996,1,Rajasthan,2010,635,495,495,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.8192,-0.5913,0.2366,-0.7603,-0.1295
99,1123186,120000.0,2014-05-01,Present,Technical Support Executive,-1,M,1988-06-30,55.6,State Board,2005.0,50.8,State Board,12992,2,Mca,Computer Application,80.03,12992,1,West Bengal,2014,440,425,370,0.2378028398,415,-1,315,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.2869,0.8637
100,1085716,300000.0,2014-03-01,4/1/14 0:00,Business Analyst,Bangalore,M,1992-11-20,75.0,State Board,2008.0,72.0,State Board,7738,2,B.Tech/B.E.,Information Technology,80.0,7738,0,Uttar Pradesh,2013,475,470,415,0.9113952784,595,-1,500,-1,-1,-1,-1,0.8463,1.0449,1.3933,-1.6289,-0.2859
101,43693,205000.0,2011-12-01,Present,Electrical Engineer,Chennai,M,1989-03-05,84.6,0,2006.0,66.5,0,417,2,B.Tech/B.E.,Electronics And Electrical Engineering,66.7,417,1,Tamil Nadu,2010,345,255,395,0.05879280001,195,200,-1,-1,-1,-1,-1,-0.1082,0.0328,-0.1988,0.2973,-0.7615
102,836781,310000.0,2013-06-01,Present,Software Engineer,Pune,M,1989-11-26,79.0,State Board,2008.0,76.4,State Board,11583,2,B.Tech/B.E.,Electronics And Communication Engineering,65.0,11583,0,Maharashtra,2012,605,510,515,-1.0,345,-1,346,-1,-1,-1,-1,1.7081,0.8784,1.547,-1.6289,-0.0943
103,682615,300000.0,2014-09-01,Present,Qa Analyst,-1,F,1991-03-06,62.0,Cbse,2012.0,61.0,Cbse,2637,2,B.Tech/B.E.,Computer Engineering,70.0,2637,0,Haryana,2013,250,305,385,0.1048713599,275,-1,-1,-1,-1,-1,-1,-0.5116,0.8229,0.8809,0.0192,1.6302
104,773975,460000.0,2013-06-01,Present,Technical Support Engineer,-1,M,1990-04-08,62.0,State Board,2007.0,61.0,State Board,272,2,M.Tech./M.E.,Computer Science & Engineering,63.0,272,0,Punjab,2013,465,595,605,0.7935806145,495,-1,-1,-1,-1,-1,-1,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021
105,1190941,320000.0,2015-03-01,Present,Assistant System Engineer,-1,M,1993-08-13,86.0,State Board,2010.0,92.0,State Board,1947,2,B.Tech/B.E.,Electronics And Communication Engineering,72.0,1947,0,Andhra Pradesh,2014,350,590,570,0.4935963873,415,324,-1,-1,-1,-1,-1,0.8463,0.0459,-0.2974,-0.7415,-0.4776
106,957046,340000.0,2014-12-01,5/1/15 0:00,Application Developer,Navi Mumbai,F,1993-08-14,85.8,Cbse,2010.0,65.8,Cbse,7627,2,B.Tech/B.E.,Information Technology,69.7,7627,0,Uttar Pradesh,2014,615,630,750,0.6226429158,485,-1,407,-1,-1,-1,-1,0.8463,1.0449,0.01,-0.2344,0.4805
107,1074693,120000.0,2014-05-01,1/1/15 0:00,Android Developer,Noida,M,1992-08-15,68.4,State Board,2008.0,61.0,State Board,982,2,B.Tech/B.E.,Computer Science & Engineering,62.2,982,1,Rajasthan,2013,440,375,330,0.2378028398,455,-1,315,-1,-1,-1,-1,-1.7389,-1.2861,-0.4511,0.7798,-1.8189
108,30122,100000.0,2011-07-01,5/1/12 0:00,Web Developer,Noida,M,1985-07-20,51.0,Up Board,2004.0,48.0,Up Board,350,2,Mca,Computer Application,59.0,350,0,Uttar Pradesh,2010,275,365,395,0.5259225843,415,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,0.2366,1.4724,0.0284
109,985092,510000.0,2014-09-01,Present,Application Engineer,Noida,M,1991-09-01,79.6,Cbse,2009.0,73.2,Cbse,4948,2,B.Tech/B.E.,Electronics And Communication Engineering,66.96,4948,1,Rajasthan,2014,535,640,630,0.3387863472,-1,292,-1,-1,-1,-1,-1,-1.1644,0.2124,0.3174,0.9066,-0.4776
110,1059903,300000.0,2012-07-01,Present,Production Engineer,Indore,M,1989-12-08,63.4,State Board,2008.0,63.0,State Board,6595,2,B.Tech/B.E.,Electronics & Instrumentation Eng,69.3,6595,0,Madhya Pradesh,2012,360,350,320,0.6006439594,-1,-1,-1,-1,-1,-1,-1,-0.4463,-1.1196,-1.6807,-0.4879,-1.244
111,246607,480000.0,2011-10-01,4/1/15 0:00,Senior Systems Engineer,Mysore,M,1989-12-06,86.53,Board Of Secondary Education(Bse) Orissa,2007.0,71.55,Chse,6570,2,B.Tech/B.E.,Computer Engineering,78.5,6570,0,Orissa,2011,515,505,454,0.7040904121,465,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.8171,-0.8778,0.3444
112,295383,170000.0,2011-11-01,5/1/12 0:00,Project Coordinator,-1,F,1989-04-10,76.18,Little Jacky Matric Higher Secondary School,2007.0,86.33,Sda Matric Higher Secondary School,1034,2,B.Tech/B.E.,Computer Engineering,73.46,1034,0,Tamil Nadu,2011,485,545,385,0.6359787565,445,-1,-1,-1,-1,-1,-1,0.3555,1.2808,0.2366,1.3549,1.2923
113,1087220,340000.0,2015-01-01,Present,Software Engineer,Hyderabad,M,1991-04-18,91.43,Icse,2009.0,74.0,Cbse,5666,2,B.Tech/B.E.,Computer Science & Engineering,70.0,5666,1,Telangana,2016,665,460,570,0.1447898895,445,-1,284,-1,-1,-1,-1,0.4155,0.3789,-0.1437,-0.7415,-0.2859
114,50876,640000.0,2010-04-01,Present,Programmer Analyst,Bangalore,M,1987-04-24,78.0,0,2004.0,71.3,0,5400,2,B.Tech/B.E.,Information Technology,67.0,5400,0,Madhya Pradesh,2009,455,605,625,0.9168699611,555,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.2366,-0.1727,0.8183
115,815219,330000.0,2013-12-01,4/1/15 0:00,Software Engineer,Chennai,M,1992-01-13,76.17,State Board,2009.0,72.0,Cbse,10991,2,B.Tech/B.E.,Computer Science & Engineering,78.0,10991,0,Rajasthan,2013,510,535,605,0.8194165298,505,-1,-1,-1,-1,-1,-1,0.4155,-0.7866,-1.2196,1.1601,-1.8189
116,794194,225000.0,2014-07-01,7/1/15 0:00,System Engineer,Thane,M,1990-12-25,82.4,Cbse,2010.0,72.0,Cbse,8350,2,B.Tech/B.E.,Electronics And Communication Engineering,64.06,8350,0,Uttar Pradesh,2014,485,525,545,0.3387863472,-1,292,-1,-1,-1,-1,-1,-0.0154,0.3789,0.6248,0.9066,0.6721
117,261236,180000.0,2011-01-01,3/1/11 0:00,Software Developer,Noida,M,1985-07-06,58.0,Uttar Pradesh Board,2004.0,57.6,Uttar Pradesh Board,6874,2,B.Tech/B.E.,Computer Engineering,61.9,6874,0,Uttarakhand,2011,265,375,365,0.1656330915,305,-1,-1,-1,-1,-1,-1,0.8192,0.8128,-0.1988,0.1798,-0.2875
118,354011,440000.0,2012-10-01,4/1/15 0:00,Application Developer,Bangalore,F,1990-09-28,79.0,Cbse,2007.0,83.4,Cbse,8286,2,B.Tech/B.E.,Electronics And Communication Engineering,72.7,8286,0,Jammu And Kashmir,2012,535,485,525,0.3760595867,-1,300,-1,-1,-1,393,-1,0.3555,0.6178,0.7083,0.2973,-0.2875
119,407824,305000.0,2014-01-01,4/1/15 0:00,Software Engineer,Bangalore,F,1990-09-15,90.04,0,2008.0,75.16,0,3801,2,B.Tech/B.E.,Electronics & Instrumentation Eng,77.0,3801,0,Karnataka,2012,505,495,615,0.538386893,475,333,-1,-1,-1,-1,-1,-0.0696,0.0328,-0.1988,0.0035,-0.9194
120,483864,500000.0,2012-10-01,Present,Software Engineer,Gurgaon,F,1991-04-23,76.0,Cbse,2008.0,76.6,Cbse,12104,2,B.Tech/B.E.,Computer Engineering,77.58,12104,0,Haryana,2012,595,645,495,0.8646854134,525,-1,-1,-1,-1,-1,-1,-2.5811,-0.2012,0.5994,0.1798,0.1864
121,302031,270000.0,2013-01-01,10/1/13 0:00,Network Engineer,Mysore,M,1988-10-15,60.4,Cbse,2006.0,60.0,Cbse,75,2,B.Tech/B.E.,Electronics And Communication Engineering,62.0,75,0,Uttar Pradesh,2010,395,425,395,0.6557669426,-1,-1,-1,-1,-1,366,-1,-0.2628,0.3448,-0.1988,0.5323,0.6603
122,823180,300000.0,2014-06-01,Present,Java Software Engineer,Noida,M,1993-01-29,74.23,State Board,2010.0,77.77,State Board,272,2,B.Tech/B.E.,Computer Science & Engineering,75.6,272,0,Punjab,2014,475,435,430,0.8194165298,505,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,0.1459,0.8637
124,614524,315000.0,2014-11-01,Present,Programmer Analyst,-1,F,1991-02-06,82.3,Cbse,2010.0,89.6,State Board,272,2,B.Tech/B.E.,Electronics And Electrical Engineering,67.95,272,0,Punjab,2014,555,580,355,0.4446177169,345,-1,-1,-1,393,-1,-1,-0.159,-1.1196,1.2396,1.6672,0.6721
125,796063,300000.0,2014-11-01,3/1/15 0:00,Programmer Analyst,Kolkata,M,1992-03-19,90.0,Cbse,2009.0,86.4,Cbse,222,2,B.Tech/B.E.,Electrical Engineering,65.7,222,0,Jharkhand,2014,605,325,515,0.8376207257,334,-1,-1,-1,500,-1,-1,0.1282,-0.2871,1.3933,0.653,-0.6692
126,340246,320000.0,2013-03-01,Present,Production Engineer,New Delhi,M,1992-01-19,84.2,Cbse,2009.0,67.0,Cbse,10932,2,B.Tech/B.E.,Electronics And Communication Engineering,69.88,10932,0,Uttar Pradesh,2013,495,385,505,0.9107701642,445,433,-1,-1,-1,260,-1,-1.0355,1.2028,0.3817,0.64983,-0.1295
127,359281,180000.0,2013-04-01,Present,Sap Consultant,Thiruvananthapuram,M,1990-05-10,86.4,Cbse,2008.0,80.4,Cbse,1275,2,B.Tech/B.E.,Computer Engineering,61.54,1275,0,Kerala,2012,585,505,605,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.51,0.5008,-0.4891,-0.8778,0.1864
129,1044420,120000.0,2014-11-01,4/1/15 0:00,.Net Developer,Punchkula,M,1992-11-14,60.8,State Board,2009.0,63.0,State Board,8116,2,B.Tech/B.E.,Information Technology,68.0,8116,1,Tamil Nadu,2014,440,400,310,0.1447898895,345,-1,284,-1,-1,-1,-1,0.4155,-1.1196,0.7785,-0.1076,-0.2859
130,902366,325000.0,2014-09-01,Present,Software Engineer,Greater Noida,M,1992-01-10,82.8,Cbse,2009.0,73.6,Cbse,3918,2,B.Tech/B.E.,Computer Science & Engineering,67.5,3918,1,Karnataka,2014,520,450,575,0.744758354,545,-1,438,-1,-1,-1,-1,-0.159,0.0459,0.7785,-1.1218,-0.0943
131,529858,350000.0,2014-02-01,4/1/15 0:00,System Engineer,Bangalore,M,1991-04-20,82.6,Cbse,2009.0,63.6,Cbse,11759,2,B.Tech/B.E.,Information Technology,71.0,11759,0,Uttarakhand,2013,535,525,530,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.8192,-0.9033,-1.5776,-1.1128,-0.1295
132,801733,205000.0,2014-04-01,Present,Quality Analyst,Hyderabad,F,1992-03-26,74.0,State Board,2009.0,61.1,State Board,14382,2,B.Tech/B.E.,Computer Science & Engineering,71.0,14382,1,Telangana,2013,500,460,235,0.08005528134,275,-1,253,-1,-1,-1,-1,1.1336,0.3789,0.6248,-1.8824,0.8637
133,434552,300000.0,2014-06-01,4/1/15 0:00,Marketing Coordinator,Bhubaneshwar,M,1989-10-10,89.8,0,2007.0,66.6,0,3054,2,B.Tech/B.E.,Electronics And Communication Engineering,55.33,3054,0,Orissa,2012,555,205,435,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,0.9623,1.1199,0.1864
134,1097197,325000.0,2014-03-01,4/1/15 0:00,Systems Engineer,Pune,F,1992-06-30,88.67,State Board,2009.0,86.8,State Board,9815,2,B.Tech/B.E.,Electronics And Communication Engineering,74.94,9815,1,Telangana,2013,570,590,620,-1.0,335,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-1.2486,-1.0524
135,925705,105000.0,2013-12-01,5/1/14 0:00,System Administrator,-1,M,1992-07-05,64.66,State Board,2008.0,63.0,State Board,279,2,B.Tech/B.E.,Information Technology,67.0,279,0,Uttar Pradesh,2013,370,410,470,0.8422483223,415,-1,469,-1,-1,-1,-1,0.2718,-1.1196,-1.8344,-0.7415,-1.8189
136,36759,250000.0,2010-11-01,Present,Senior Engineer,Greater Noida,M,1989-05-12,78.0,Cbse,2006.0,77.0,Cbse,382,2,B.Tech/B.E.,Electronics And Communication Engineering,68.64,382,0,Uttar Pradesh,2010,505,555,554,0.9107701642,275,433,-1,-1,-1,313,-1,-0.2628,0.0328,-1.5051,-0.6428,1.1343
137,198026,340000.0,2013-04-01,4/1/15 0:00,Software Engineer,Gurgaon,M,1989-11-27,77.8,Cbse,2007.0,79.6,Cbse,13,1,B.Tech/B.E.,Information Technology,70.12,13,1,Delhi,2011,535,445,465,0.7357957092,475,-1,-1,-1,-1,-1,-1,-1.0355,0.3448,0.8171,0.6498,-0.4455
139,1089133,320000.0,2014-07-01,Present,Engineer,Noida,M,1991-11-13,89.5,Cbse,2010.0,81.4,Cbse,153,2,B.Tech/B.E.,Mechanical Engineering,60.0,153,0,Punjab,2014,735,510,585,0.725984148,-1,-1,-1,438,-1,-1,-1,0.2718,0.3789,-0.6048,-0.7415,0.0973
140,633445,360000.0,2014-03-01,Present,Assistant System Engineer,Noida,M,1991-06-05,81.2,Cbse,2009.0,76.4,Cbse,11630,2,B.Tech/B.E.,Mechanical Engineering,72.3,11630,0,Uttar Pradesh,2013,765,605,665,0.7553751209,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247
141,1062173,145000.0,2013-09-01,4/1/14 0:00,Network Administrator,-1,M,1992-06-29,80.0,State Board,2009.0,89.0,State Board,4557,2,B.Tech/B.E.,Computer Science & Engineering,62.0,4557,1,Telangana,2013,325,530,405,0.3565364877,275,-1,346,-1,-1,-1,-1,0.99,0.3789,-0.2974,-1.1218,-1.244
142,991197,100000.0,2014-10-01,1/1/15 0:00,Web Developer,Mysore,M,1993-01-16,78.0,State Board,2012.0,62.0,State Board,5908,2,B.Tech/B.E.,Information Science Engineering,60.0,5908,0,Karnataka,2014,525,435,405,0.744758354,415,-1,438,-1,-1,-1,-1,-2.3134,-0.1206,-0.2974,0.1459,-1.6273
143,53690,325000.0,2011-07-01,4/1/15 0:00,Project Engineer,Dhanbad,M,1986-01-15,72.0,Icse,2004.0,62.0,Icse,477,2,B.Tech/B.E.,Electronics And Electrical Engineering,53.0,477,1,Maharashtra,2010,335,335,405,0.3760595867,275,300,-1,-1,-1,-1,-1,0.0464,0.0328,-0.1988,-0.1727,1.6082
144,612253,385000.0,2013-06-01,Present,Engineer,-1,M,1992-06-12,64.56,Cbse,2008.0,66.66,Cbse,64,2,B.Tech/B.E.,Electrical Engineering,65.02,64,0,Uttar Pradesh,2013,545,475,485,0.3760595867,-1,300,-1,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.2727,-0.2859
145,1218606,120000.0,2014-11-01,Present,Software Test Engineer,Noida,M,1991-09-28,60.0,State Board,2009.0,47.0,State Board,6835,2,B.Tech/B.E.,Information Technology,59.9,6835,0,Uttar Pradesh,2014,395,400,390,0.4867470084,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973
146,1207950,235000.0,2014-07-01,Present,Java Software Engineer,Mumbai,F,1992-02-09,91.12,State Board,2010.0,72.0,State Board,5216,2,B.Tech/B.E.,Computer Science & Engineering,74.0,5216,1,West Bengal,2014,490,470,585,0.9538997751,475,-1,530,-1,-1,-1,-1,1.1336,1.5444,1.547,-1.7556,-0.0943
147,611620,615000.0,2013-06-01,Present,Quality Engineer,Noida,M,1993-08-15,80.0,State Board,2009.0,77.2,Cbse,64,2,B.Tech/B.E.,Information Technology,76.76,64,0,Uttar Pradesh,2013,475,630,810,0.9743961125,615,-1,-1,-1,-1,-1,-1,-1.8825,-0.7866,0.3174,1.0333,-1.8189
148,721786,105000.0,2014-11-01,2/1/14 0:00,Web Developer,Hyderabad,M,1991-11-03,73.08,State Board,2009.0,71.2,State Board,9774,2,B.Tech/B.E.,Electronics And Communication Engineering,64.46,9774,1,Telangana,2013,405,400,430,0.538386893,385,333,-1,-1,-1,-1,-1,-0.7335,-0.9531,0.6248,0.2727,-1.8189
149,992663,290000.0,2014-07-01,Present,Software Developer,Bangalore,F,1990-05-09,88.6,Cbse,2009.0,78.0,Cbse,8297,2,B.Tech/B.E.,Computer Science & Engineering,84.0,8297,1,West Bengal,2014,455,560,630,0.04099931036,495,-1,223,-1,-1,-1,-1,0.4155,-0.1206,-0.2974,1.1601,0.0973
150,924485,145000.0,2014-04-01,Present,Php Developer,Lucknow,M,1991-11-19,72.0,Cbse,2009.0,54.0,Cbse,429,2,B.Tech/B.E.,Computer Science & Engineering,64.0,429,0,Uttar Pradesh,2014,335,535,400,0.4867470084,395,-1,376,-1,-1,-1,-1,-1.1644,-0.2871,0.6248,0.1459,-0.0943
151,861982,305000.0,2013-09-01,4/1/15 0:00,Software Engineer,Noida,M,1991-03-25,85.0,Icse,2008.0,80.0,Icse,65,2,B.Tech/B.E.,Electronics And Communication Engineering,63.0,65,0,Uttar Pradesh,2013,660,585,620,0.02196910894,-1,164,376,-1,-1,-1,-1,1.2772,-0.6201,-0.1437,-1.6289,-0.0943
152,813473,275000.0,2013-07-01,4/1/14 0:00,Technical Support Specialist,Noida,F,1992-07-17,78.33,Cbse,2008.0,67.6,Cbse,15866,2,B.Tech/B.E.,Computer Science & Engineering,65.72,15866,0,Haryana,2012,510,655,605,0.4883479768,405,-1,-1,-1,-1,-1,-1,1.8517,1.3779,1.0859,-2.136,1.6302
153,126316,180000.0,2010-12-01,12/1/11 0:00,Data Analyst,Hyderabad,M,1989-05-12,81.33,Ssc,2006.0,91.9,Ibe,448,2,B.Tech/B.E.,Electronics & Telecommunications,70.56,448,1,Tamil Nadu,2010,325,295,575,0.6944793277,225,366,-1,-1,-1,-1,-1,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455
154,333433,140000.0,2013-01-01,2/1/15 0:00,Business Development Executive,-1,F,1987-02-19,77.8,Cbse,2005.0,67.6,Cbse,6434,2,B.Tech/B.E.,Electronics And Communication Engineering,83.5,6434,0,Uttarakhand,2012,425,455,555,0.6944793277,-1,366,-1,-1,-1,313,-1,-0.4173,-0.0842,-0.1626,0.53233,-0.6035
155,1088496,120000.0,2014-08-01,Present,Junior Software Engineer,Trivandrum,M,1990-11-16,75.0,Cbse,2009.0,80.0,State Board,10361,2,B.Tech/B.E.,Electronics And Communication Engineering,60.85,10361,0,Kerala,2013,570,580,750,-1.0,495,-1,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.7585,-1.2486,-0.4776
156,474217,320000.0,2012-06-01,Present,Electrical Project Engineer,Bhubaneswar,M,1991-04-04,73.0,"Bsc,Orissa",2008.0,63.1,Chsc,9786,2,B.Tech/B.E.,Electrical Engineering,73.2,9786,0,Orissa,2012,355,425,505,0.2294817549,-1,266,-1,332,-1,-1,-1,0.8192,1.5538,0.926,-0.0552,0.3444
158,895695,325000.0,2014-06-01,10/1/15 0:00,Systems Engineer,Pune,M,1992-12-25,78.0,Cbse,2010.0,76.6,Cbse,119,1,B.Tech/B.E.,Information Technology,75.0,119,0,Uttar Pradesh,2014,590,555,545,0.9113952784,525,-1,500,-1,-1,-1,-1,-0.159,-0.2871,0.01,-0.6147,0.2889
160,211700,225000.0,2011-11-01,4/1/13 0:00,Quality Analyst,Gurgaon,F,1989-10-08,72.0,Cbse,2007.0,69.0,Cbse,378,2,B.Tech/B.E.,Computer Engineering,72.0,378,0,Haryana,2011,505,345,365,0.3423148999,365,-1,-1,-1,-1,-1,-1,0.51,0.1888,0.2366,-0.4078,0.5024
161,954862,200000.0,2014-12-01,6/1/15 0:00,Application Developer,Kolkata,M,1990-10-12,73.0,State Board,2009.0,61.0,State Board,11544,2,B.Tech/B.E.,Computer Science & Engineering,58.0,11544,0,Karnataka,2014,520,390,320,0.6226429158,415,-1,407,-1,-1,-1,-1,0.1282,1.3779,0.6248,-0.2344,0.6721
162,1296310,225000.0,2014-09-01,Present,Customer Service,New Delhi,M,1991-01-17,78.0,State Board,2009.0,72.0,State Board,6874,2,B.Tech/B.E.,Information Technology,64.0,6874,0,Uttarakhand,2014,595,530,525,0.4867470084,445,-1,376,-1,-1,-1,-1,1.4208,1.2114,0.3174,-0.995,1.4386
163,1271681,335000.0,2015-03-01,Present,Programmer Analyst,Chennai,M,1992-07-21,73.0,State Board,2009.0,68.46,State Board,3136,1,B.Tech/B.E.,Information Technology,63.0,3136,0,Rajasthan,2014,420,485,545,0.9168699611,555,-1,-1,-1,-1,-1,-1,-0.8772,0.5454,-0.1437,0.653,-0.2859
164,582303,350000.0,2013-12-01,9/1/14 0:00,Graduate Engineer Trainee,Noida,M,1991-07-05,84.0,Cbse,2009.0,85.2,Cbse,8195,1,B.Tech/B.E.,Electronics And Communication Engineering,78.59,8195,1,Delhi,2013,625,605,735,0.3760595867,-1,300,-1,-1,-1,446,-1,-1.0208,1.0449,-1.3733,-1.8824,1.0554
165,344262,240000.0,2013-01-01,9/1/13 0:00,Web Developer,-1,M,1990-05-25,79.0,Cbse,2007.0,72.0,Cbse,48,1,B.Tech/B.E.,Electronics And Communication Engineering,78.96,48,1,Delhi,2012,565,475,615,0.2294817549,485,266,-1,-1,-1,-1,-1,1.4374,1.9048,1.2525,-0.26087,0.8183
167,307910,435000.0,2013-01-01,4/1/15 0:00,System Engineer,Gandhi Nagar,M,1990-05-22,85.0,Cbse,2007.0,64.0,Cbse,350,2,B.Tech/B.E.,Mechanical Engineering,65.0,350,0,Uttar Pradesh,2012,465,505,515,0.5358628195,-1,-1,-1,393,-1,-1,-1,0.2009,0.8128,1.2525,-0.4078,0.9763
168,827550,375000.0,2014-07-01,4/1/15 0:00,Software Engineer,Noida,M,1993-03-28,85.8,Cbse,2010.0,78.4,Cbse,47,1,B.Tech/B.E.,Computer Science & Engineering,77.56,47,1,Delhi,2014,530,595,340,0.8422483223,485,-1,469,-1,-1,-1,-1,1.2772,1.2114,-2.1418,-1.7556,-0.6692
169,693625,275000.0,2014-06-01,Present,Senior Software Engineer,Chennai,M,1992-10-25,87.4,Cbse,2009.0,82.2,Cbse,13092,2,B.Tech/B.E.,Computer Science & Engineering,79.68,13092,0,Uttar Pradesh,2013,380,510,325,0.3084005829,355,-1,-1,-1,-1,-1,-1,0.99,0.7119,1.0859,-0.1076,0.6721
170,467560,235000.0,2012-10-01,4/1/15 0:00,Software Engineer,Hyderabad,M,1990-04-14,92.66,Ssc,2008.0,95.6,Board Of Intermediate,8400,2,B.Tech/B.E.,Computer Engineering,71.44,8400,0,Telangana,2012,455,385,515,0.9014895714,545,-1,-1,-1,-1,-1,-1,0.6646,0.8518,0.5994,-0.6428,0.5024
171,326795,455000.0,2013-03-01,Present,Systems Engineer,Pune,M,1991-12-16,76.87,Mp Board,2008.0,81.33,Mp Board,3879,2,B.Tech/B.E.,Computer Engineering,74.5,3879,0,Madhya Pradesh,2012,375,505,525,0.9617721211,-1,-1,-1,-1,-1,-1,-1,0.3555,0.2668,1.2525,0.17983,0.0284
172,1089283,110000.0,2014-06-01,2/1/15 0:00,Assistant Professor,Una,F,1993-04-15,70.0,Cbse,2010.0,70.0,Cbse,14004,2,B.Tech/B.E.,Civil Engineering,65.0,14004,0,Himachal Pradesh,2014,475,455,415,0.6796446409,-1,-1,-1,-1,-1,-1,388,-0.0154,1.2114,1.3933,-0.8682,1.6302
173,1057665,180000.0,2014-06-01,Present,Trainee Software Engineer,Hyderabad,M,1993-01-19,91.3,State Board,2010.0,88.9,State Board,4128,2,B.Tech/B.E.,Computer Science & Engineering,74.86,4128,1,Telangana,2014,525,545,560,0.4867470084,455,-1,376,-1,-1,-1,-1,-1.0208,0.7119,0.4711,-0.2344,0.2889
174,670276,430000.0,2013-10-01,Present,Software Developer,Chennai,M,1991-07-31,77.9,State Board,2009.0,82.75,State Board,9481,2,B.Tech/B.E.,Electronics And Communication Engineering,67.2,9481,0,Tamil Nadu,2013,570,495,620,0.538386893,375,333,-1,-1,-1,-1,-1,0.4155,0.8784,0.01,-2.136,-0.2859
